c_fd_code,c_report_date,c_bd_code,c_bd_type,c_style,c_notice_date,c_bd_inner_code,c_bd_name,c_hold_num,c_hold_value,c_nav_ratio,c_is_stat
000134,2025-06-30,180210,1,05,2025-07-18,1001436190,18国开10,1500000.000000,166686986.300000,4.970000,-1
000135,2025-12-31,212480073,1,06,2026-01-21,1004015652,24上海银行小微债01,3000000.000000,302106065.750000,8.960000,0
000135,2025-12-31,2420039,1,06,2026-01-21,1003915845,24广州银行小微债01,2000000.000000,202529095.890000,6.010000,0
000135,2025-12-31,2528013,1,06,2026-01-21,1004244158,25中信银行科创债,2000000.000000,201604536.990000,5.980000,0
000135,2025-12-31,212400004,1,06,2026-01-21,1003808712,24光大银行小微债,1700000.000000,173506750.680000,5.150000,0
000135,2025-12-31,232400036,1,06,2026-01-21,1003913621,24南京银行二级资本债02,1500000.000000,151944041.100000,4.510000,0
000135,2025-09-30,212480073,1,03,2025-10-27,1004015652,24上海银行小微债01,3000000.000000,306308005.480000,9.160000,0
000135,2025-09-30,2420039,1,03,2025-10-27,1003915845,24广州银行小微债01,2000000.000000,201282191.780000,6.020000,0
000135,2025-09-30,2528013,1,03,2025-10-27,1004244158,25中信银行科创债,2000000.000000,200255079.450000,5.990000,0
000135,2025-09-30,212400004,1,03,2025-10-27,1003808712,24光大银行小微债,1700000.000000,172565742.470000,5.160000,0
000135,2025-09-30,180210,1,03,2025-10-27,1001436190,18国开10,1500000.000000,160714438.360000,4.810000,0
000135,2025-06-30,212480073,1,02,2025-08-29,1004015652,24上海银行小微债01,3000000.000000,305583945.210000,9.120000,0
000135,2025-06-30,212480073,1,05,2025-07-18,1004015652,24上海银行小微债01,3000000.000000,305583945.210000,9.120000,0
000135,2025-06-30,2420039,1,02,2025-08-29,1003915845,24广州银行小微债01,2000000.000000,204955287.670000,6.120000,0
000135,2025-06-30,2420039,1,05,2025-07-18,1003915845,24广州银行小微债01,2000000.000000,204955287.670000,6.120000,0
000135,2025-06-30,2528013,1,05,2025-07-18,1004244158,25中信银行科创债,2000000.000000,200065621.920000,5.970000,0
000135,2025-06-30,2528013,1,02,2025-08-29,1004244158,25中信银行科创债,2000000.000000,200065621.920000,5.970000,0
000135,2025-06-30,212400004,1,05,2025-07-18,1003808712,24光大银行小微债,1700000.000000,171964734.250000,5.130000,0
000135,2025-06-30,212400004,1,02,2025-08-29,1003808712,24光大银行小微债,1700000.000000,171964734.250000,5.130000,0
000135,2025-06-30,180210,1,02,2025-08-29,1001436190,18国开10,1500000.000000,166686986.300000,4.970000,0
000135,2025-06-30,180210,1,05,2025-07-18,1001436190,18国开10,1500000.000000,166686986.300000,4.970000,0
000136,2025-12-31,019536,1,06,2026-01-22,1000685471,16国债08,380000.000000,45393196.710000,3.280000,-1
000136,2025-12-31,019547,1,06,2026-01-22,1000771248,16国债19,350000.000000,40653401.370000,2.930000,-1
000136,2025-09-30,019536,1,03,2025-10-28,1000685471,16国债08,380000.000000,46551280.550000,3.010000,-1
000136,2025-09-30,019547,1,03,2025-10-28,1000771248,16国债19,350000.000000,41075424.660000,2.660000,-1
000136,2025-06-30,019536,1,02,2025-08-29,1000685471,16国债08,380000.000000,48562532.060000,3.040000,-1
000136,2025-06-30,019536,1,05,2025-07-21,1000685471,16国债08,380000.000000,48562532.060000,3.040000,-1
000136,2025-06-30,019547,1,02,2025-08-29,1000771248,16国债19,350000.000000,43450994.520000,2.720000,-1
000136,2025-06-30,019547,1,05,2025-07-21,1000771248,16国债19,350000.000000,43450994.520000,2.720000,-1
000137,2025-12-31,230203,1,06,2026-01-22,1003355992,23国开03,1000000.000000,104845205.480000,16.280000,-1
000137,2025-12-31,230208,1,06,2026-01-22,1003480785,23国开08,800000.000000,82860646.580000,12.870000,-1
000137,2025-12-31,240203,1,06,2026-01-22,1003738009,24国开03,600000.000000,62287397.260000,9.670000,-1
000137,2025-12-31,210205,1,06,2026-01-22,1002556265,21国开05,500000.000000,55984191.780000,8.690000,-1
000137,2025-12-31,240215,1,06,2026-01-22,1003885166,24国开15,500000.000000,51543917.810000,8.000000,-1
000137,2025-09-30,230203,1,03,2025-10-28,1003355992,23国开03,1300000.000000,135547224.660000,10.280000,-1
000137,2025-09-30,240208,1,03,2025-10-28,1003887871,24国开08,1200000.000000,120719671.230000,9.160000,-1
000137,2025-09-30,240210,1,03,2025-10-28,1003816374,24国开10,1100000.000000,114007164.380000,8.650000,-1
000137,2025-09-30,112582571,1,03,2025-10-28,1004387226,25徽商银行CD179,1000000.000000,99252775.690000,7.530000,-1
000137,2025-09-30,240203,1,03,2025-10-28,1003738009,24国开03,900000.000000,92828342.470000,7.040000,-1
000137,2025-06-30,230203,1,02,2025-08-29,1003355992,23国开03,1300000.000000,135393682.190000,9.940000,-1
000137,2025-06-30,230203,1,05,2025-07-21,1003355992,23国开03,1300000.000000,135393682.190000,9.940000,-1
000137,2025-06-30,240208,1,02,2025-08-29,1003887871,24国开08,1200000.000000,123304109.590000,9.050000,-1
000137,2025-06-30,240208,1,05,2025-07-21,1003887871,24国开08,1200000.000000,123304109.590000,9.050000,-1
000137,2025-06-30,240210,1,02,2025-08-29,1003816374,24国开10,1100000.000000,115621602.740000,8.490000,-1
000137,2025-06-30,240210,1,05,2025-07-21,1003816374,24国开10,1100000.000000,115621602.740000,8.490000,-1
000137,2025-06-30,240203,1,02,2025-08-29,1003738009,24国开03,900000.000000,92972589.040000,6.820000,-1
000137,2025-06-30,240203,1,05,2025-07-21,1003738009,24国开03,900000.000000,92972589.040000,6.820000,-1
000137,2025-06-30,240215,1,02,2025-08-29,1003885166,24国开15,800000.000000,84990838.360000,6.240000,-1
000137,2025-06-30,240215,1,05,2025-07-21,1003885166,24国开15,800000.000000,84990838.360000,6.240000,-1
000138,2025-12-31,230203,1,06,2026-01-22,1003355992,23国开03,1000000.000000,104845205.480000,16.280000,0
000138,2025-12-31,230208,1,06,2026-01-22,1003480785,23国开08,800000.000000,82860646.580000,12.870000,0
000138,2025-12-31,240203,1,06,2026-01-22,1003738009,24国开03,600000.000000,62287397.260000,9.670000,0
000138,2025-12-31,210205,1,06,2026-01-22,1002556265,21国开05,500000.000000,55984191.780000,8.690000,0
000138,2025-12-31,240215,1,06,2026-01-22,1003885166,24国开15,500000.000000,51543917.810000,8.000000,0
000138,2025-09-30,230203,1,03,2025-10-28,1003355992,23国开03,1300000.000000,135547224.660000,10.280000,0
000138,2025-09-30,240208,1,03,2025-10-28,1003887871,24国开08,1200000.000000,120719671.230000,9.160000,0
000138,2025-09-30,240210,1,03,2025-10-28,1003816374,24国开10,1100000.000000,114007164.380000,8.650000,0
000138,2025-09-30,112582571,1,03,2025-10-28,1004387226,25徽商银行CD179,1000000.000000,99252775.690000,7.530000,0
000138,2025-09-30,240203,1,03,2025-10-28,1003738009,24国开03,900000.000000,92828342.470000,7.040000,0
000138,2025-06-30,230203,1,05,2025-07-21,1003355992,23国开03,1300000.000000,135393682.190000,9.940000,0
000138,2025-06-30,230203,1,02,2025-08-29,1003355992,23国开03,1300000.000000,135393682.190000,9.940000,0
000138,2025-06-30,240208,1,05,2025-07-21,1003887871,24国开08,1200000.000000,123304109.590000,9.050000,0
000138,2025-06-30,240208,1,02,2025-08-29,1003887871,24国开08,1200000.000000,123304109.590000,9.050000,0
000138,2025-06-30,240210,1,02,2025-08-29,1003816374,24国开10,1100000.000000,115621602.740000,8.490000,0
000138,2025-06-30,240210,1,05,2025-07-21,1003816374,24国开10,1100000.000000,115621602.740000,8.490000,0
000138,2025-06-30,240203,1,05,2025-07-21,1003738009,24国开03,900000.000000,92972589.040000,6.820000,0
000138,2025-06-30,240203,1,02,2025-08-29,1003738009,24国开03,900000.000000,92972589.040000,6.820000,0
000138,2025-06-30,240215,1,02,2025-08-29,1003885166,24国开15,800000.000000,84990838.360000,6.240000,0
000138,2025-06-30,240215,1,05,2025-07-21,1003885166,24国开15,800000.000000,84990838.360000,6.240000,0
000139,2025-12-31,2128039,1,06,2026-01-22,1002836494,21中国银行二级03,9200000.000000,938979221.920000,6.820000,-1
000139,2025-12-31,240202,1,06,2026-01-22,1003698401,24国开02,8300000.000000,855766156.160000,6.220000,-1
000139,2025-12-31,312410003,1,06,2026-01-22,1003904295,24建行TLAC非资本债01A,6800000.000000,687632767.120000,5.000000,-1
000139,2025-12-31,112517265,1,06,2026-01-22,1004503704,25光大银行CD265,6000000.000000,590797658.630000,4.290000,-1
000139,2025-12-31,09240202,1,06,2026-01-22,1003802383,24国开清发02,5600000.000000,570956821.920000,4.150000,-1
000139,2025-09-30,200219,1,03,2025-10-28,1002488867,20国开19,13277000.000000,1373823206.740000,10.950000,-1
000139,2025-09-30,2128039,1,03,2025-10-28,1002836494,21中国银行二级03,6600000.000000,694036471.230000,5.530000,-1
000139,2025-09-30,2128033,1,03,2025-10-28,1002825154,21建设银行二级03,4600000.000000,483884460.270000,3.860000,-1
000139,2025-09-30,112503262,1,03,2025-10-28,1004349728,25农业银行CD262,4500000.000000,445454467.580000,3.550000,-1
000139,2025-09-30,112504065,1,03,2025-10-28,1004393458,25中国银行CD065,4500000.000000,442782956.710000,3.530000,-1
000139,2025-06-30,200219,1,05,2025-07-21,1002488867,20国开19,12277000.000000,1264603989.290000,10.200000,-1
000139,2025-06-30,200219,1,02,2025-08-30,1002488867,20国开19,12277000.000000,1264603989.290000,10.200000,-1
000139,2025-06-30,2128025,1,02,2025-08-30,1002733803,21建设银行二级01,8440000.000000,885672789.040000,7.140000,-1
000139,2025-06-30,2128025,1,05,2025-07-21,1002733803,21建设银行二级01,8440000.000000,885672789.040000,7.140000,-1
000139,2025-06-30,2128008,1,02,2025-08-30,1002578455,21中国银行二级01,7860000.000000,808762344.660000,6.520000,-1
000139,2025-06-30,2128008,1,05,2025-07-21,1002578455,21中国银行二级01,7860000.000000,808762344.660000,6.520000,-1
000139,2025-06-30,210316,1,05,2025-07-21,1002722883,21进出16,7350000.000000,773693219.180000,6.240000,-1
000139,2025-06-30,210316,1,02,2025-08-30,1002722883,21进出16,7350000.000000,773693219.180000,6.240000,-1
000139,2025-06-30,2128021,1,02,2025-08-30,1002654162,21工商银行永续债01,4600000.000000,470964837.260000,3.800000,-1
000139,2025-06-30,2128021,1,05,2025-07-21,1002654162,21工商银行永续债01,4600000.000000,470964837.260000,3.800000,-1
000141,2025-12-31,2128039,1,06,2026-01-22,1002836494,21中国银行二级03,9200000.000000,938979221.920000,6.820000,0
000141,2025-12-31,240202,1,06,2026-01-22,1003698401,24国开02,8300000.000000,855766156.160000,6.220000,0
000141,2025-12-31,312410003,1,06,2026-01-22,1003904295,24建行TLAC非资本债01A,6800000.000000,687632767.120000,5.000000,0
000141,2025-12-31,112517265,1,06,2026-01-22,1004503704,25光大银行CD265,6000000.000000,590797658.630000,4.290000,0
000141,2025-12-31,09240202,1,06,2026-01-22,1003802383,24国开清发02,5600000.000000,570956821.920000,4.150000,0
000141,2025-09-30,200219,1,03,2025-10-28,1002488867,20国开19,13277000.000000,1373823206.740000,10.950000,0
000141,2025-09-30,2128039,1,03,2025-10-28,1002836494,21中国银行二级03,6600000.000000,694036471.230000,5.530000,0
000141,2025-09-30,2128033,1,03,2025-10-28,1002825154,21建设银行二级03,4600000.000000,483884460.270000,3.860000,0
000141,2025-09-30,112503262,1,03,2025-10-28,1004349728,25农业银行CD262,4500000.000000,445454467.580000,3.550000,0
000141,2025-09-30,112504065,1,03,2025-10-28,1004393458,25中国银行CD065,4500000.000000,442782956.710000,3.530000,0
000141,2025-06-30,200219,1,02,2025-08-30,1002488867,20国开19,12277000.000000,1264603989.290000,10.200000,0
000141,2025-06-30,200219,1,05,2025-07-21,1002488867,20国开19,12277000.000000,1264603989.290000,10.200000,0
000141,2025-06-30,2128025,1,05,2025-07-21,1002733803,21建设银行二级01,8440000.000000,885672789.040000,7.140000,0
000141,2025-06-30,2128025,1,02,2025-08-30,1002733803,21建设银行二级01,8440000.000000,885672789.040000,7.140000,0
000141,2025-06-30,2128008,1,05,2025-07-21,1002578455,21中国银行二级01,7860000.000000,808762344.660000,6.520000,0
000141,2025-06-30,2128008,1,02,2025-08-30,1002578455,21中国银行二级01,7860000.000000,808762344.660000,6.520000,0
000141,2025-06-30,210316,1,02,2025-08-30,1002722883,21进出16,7350000.000000,773693219.180000,6.240000,0
000141,2025-06-30,210316,1,05,2025-07-21,1002722883,21进出16,7350000.000000,773693219.180000,6.240000,0
000141,2025-06-30,2128021,1,05,2025-07-21,1002654162,21工商银行永续债01,4600000.000000,470964837.260000,3.800000,0
000141,2025-06-30,2128021,1,02,2025-08-30,1002654162,21工商银行永续债01,4600000.000000,470964837.260000,3.800000,0
000142,2025-12-31,210316,1,06,2026-01-21,1002722883,21进出16,4000000.000000,410356712.330000,22.810000,-1
000142,2025-12-31,2128047,1,06,2026-01-21,1002856799,21招商银行永续债,1300000.000000,132628849.320000,7.370000,-1
000142,2025-12-31,2228001,1,06,2026-01-21,1002910265,22邮储银行永续债01,1000000.000000,105059079.450000,5.840000,-1
000142,2025-12-31,2228011,1,06,2026-01-21,1002946753,22农业银行永续债01,900000.000000,94440812.050000,5.250000,-1
000142,2025-12-31,212300002,1,06,2026-01-21,1003485029,23江苏银行债01,700000.000000,71425583.560000,3.970000,-1
000142,2025-09-30,210316,1,03,2025-10-27,1002722883,21进出16,4000000.000000,408287123.290000,21.660000,-1
000142,2025-09-30,200219,1,03,2025-10-27,1002488867,20国开19,2000000.000000,206947835.620000,10.980000,-1
000142,2025-09-30,2128047,1,03,2025-10-27,1002856799,21招商银行永续债,1300000.000000,136708163.840000,7.250000,-1
000142,2025-09-30,2328009,1,03,2025-10-27,1003441508,23中信银行01,1200000.000000,122277816.990000,6.490000,-1
000142,2025-09-30,200205,1,03,2025-10-27,1002162791,20国开05,1000000.000000,107024246.580000,5.680000,-1
000142,2025-06-30,210316,1,05,2025-07-18,1002722883,21进出16,4000000.000000,421057534.250000,19.310000,-1
000142,2025-06-30,210316,1,02,2025-08-28,1002722883,21进出16,4000000.000000,421057534.250000,19.310000,-1
000142,2025-06-30,200219,1,05,2025-07-18,1002488867,20国开19,2000000.000000,206011890.410000,9.450000,-1
000142,2025-06-30,200219,1,02,2025-08-28,1002488867,20国开19,2000000.000000,206011890.410000,9.450000,-1
000142,2025-06-30,2128047,1,05,2025-07-18,1002856799,21招商银行永续债,1300000.000000,136195878.360000,6.240000,-1
000142,2025-06-30,2128047,1,02,2025-08-28,1002856799,21招商银行永续债,1300000.000000,136195878.360000,6.240000,-1
000142,2025-06-30,2328009,1,05,2025-07-18,1003441508,23中信银行01,1200000.000000,121763552.880000,5.580000,-1
000142,2025-06-30,2328009,1,02,2025-08-28,1003441508,23中信银行01,1200000.000000,121763552.880000,5.580000,-1
000142,2025-06-30,242300001,1,05,2025-07-18,1003526134,23宁波银行永续债01,1000000.000000,107841945.210000,4.940000,-1
000142,2025-06-30,242300001,1,02,2025-08-28,1003526134,23宁波银行永续债01,1000000.000000,107841945.210000,4.940000,-1
000143,2025-12-31,019773,1,06,2026-01-21,1004200828,25国债08,6715550.000000,678335313.690000,3.130000,-1
000143,2025-12-31,312510009,1,06,2026-01-21,1004323216,25农行TLAC非资本债02A(BC),4800000.000000,483283989.040000,2.230000,-1
000143,2025-12-31,242400005,1,06,2026-01-21,1003764748,24农行永续债01,3100000.000000,323476320.000000,1.490000,-1
000143,2025-12-31,092280108,1,06,2026-01-21,1003269463,22中行二级资本债02A,3050000.000000,313215129.040000,1.440000,-1
000143,2025-12-31,123107,2,06,2026-01-21,1002591125,温氏转债,,292066913.030000,1.350000,-1
000143,2025-12-31,123107,1,06,2026-01-21,1002591125,温氏转债,2251227.000000,292066913.030000,1.350000,-1
000143,2025-12-31,127045,2,06,2026-01-21,1002747234,牧原转债,,261848340.340000,1.210000,-1
000143,2025-12-31,113052,2,06,2026-01-21,1002887513,兴业转债,,241541644.730000,1.110000,-1
000143,2025-12-31,127049,2,06,2026-01-21,1002822669,希望转2,,209762564.090000,0.970000,-1
000143,2025-12-31,113053,2,06,2026-01-21,1002894415,隆22转债,,209324085.030000,0.970000,-1
000143,2025-12-31,127089,2,06,2026-01-21,1003535103,晶澳转债,,158342502.000000,0.730000,-1
000143,2025-12-31,110085,2,06,2026-01-21,1002953491,通22转债,,158719484.460000,0.730000,-1
000143,2025-12-31,113056,2,06,2026-01-21,1002985644,重银转债,,154134743.950000,0.710000,-1
000143,2025-12-31,110093,2,06,2026-01-21,1003415985,神马转债,,152319441.630000,0.700000,-1
000143,2025-12-31,123119,2,06,2026-01-21,1002699492,康泰转2,,144520132.600000,0.670000,-1
000143,2025-12-31,113661,2,06,2026-01-21,1003299178,福22转债,,142629336.770000,0.660000,-1
000143,2025-12-31,113623,2,06,2026-01-21,1002603553,凤21转债,,142223334.020000,0.660000,-1
000143,2025-12-31,113691,2,06,2026-01-21,1003984170,和邦转债,,141856065.930000,0.650000,-1
000143,2025-12-31,113058,2,06,2026-01-21,1002990981,友发转债,,139552419.120000,0.640000,-1
000143,2025-12-31,127030,2,06,2026-01-21,1002583657,盛虹转债,,127139401.360000,0.590000,-1
000143,2025-12-31,110086,2,06,2026-01-21,1003064622,精工转债,,126457512.500000,0.580000,-1
000143,2025-12-31,123158,2,06,2026-01-21,1003244611,宙邦转债,,125424564.600000,0.580000,-1
000143,2025-12-31,118031,2,06,2026-01-21,1003382516,天23转债,,120470813.600000,0.560000,-1
000143,2025-12-31,113632,2,06,2026-01-21,1002840929,鹤21转债,,117350591.350000,0.540000,-1
000143,2025-12-31,127040,2,06,2026-01-21,1002686590,国泰转债,,112918740.610000,0.520000,-1
000143,2025-12-31,113042,2,06,2026-01-21,1002520954,上银转债,,110020236.620000,0.510000,-1
000143,2025-12-31,127082,2,06,2026-01-21,1003410714,亚科转债,,91763667.110000,0.420000,-1
000143,2025-12-31,127061,2,06,2026-01-21,1003062868,美锦转债,,81661069.840000,0.380000,-1
000143,2025-12-31,123216,2,06,2026-01-21,1003554605,科顺转债,,80927726.930000,0.370000,-1
000143,2025-12-31,110089,2,06,2026-01-21,1003242757,兴发转债,,77499780.890000,0.360000,-1
000143,2025-12-31,113659,2,06,2026-01-21,1003263204,莱克转债,,75617067.640000,0.350000,-1
000143,2025-12-31,113652,2,06,2026-01-21,1003155371,伟22转债,,74357899.000000,0.340000,-1
000143,2025-12-31,113655,2,06,2026-01-21,1003187622,欧22转债,,73945601.490000,0.340000,-1
000143,2025-12-31,113062,2,06,2026-01-21,1003235788,常银转债,,72096703.900000,0.330000,-1
000143,2025-12-31,118034,2,06,2026-01-21,1003451329,晶能转债,,70611800.460000,0.330000,-1
000143,2025-12-31,118024,2,06,2026-01-21,1003269766,冠宇转债,,71260822.440000,0.330000,-1
000143,2025-12-31,111019,2,06,2026-01-21,1003804943,宏柏转债,,71461029.200000,0.330000,-1
000143,2025-12-31,113640,2,06,2026-01-21,1002945677,苏利转债,,69061171.580000,0.320000,-1
000143,2025-12-31,127103,2,06,2026-01-21,1003692212,东南转债,,68315872.460000,0.310000,-1
000143,2025-12-31,127024,2,06,2026-01-21,1002427099,盈峰转债,,65693909.120000,0.300000,-1
000143,2025-12-31,128137,2,06,2026-01-21,1002427098,洁美转债,,62442477.500000,0.290000,-1
000143,2025-12-31,113648,2,06,2026-01-21,1003065620,巨星转债,,63329601.320000,0.290000,-1
000143,2025-12-31,113653,2,06,2026-01-21,1003159303,永22转债,,58247300.410000,0.270000,-1
000143,2025-12-31,127031,2,06,2026-01-21,1002588072,洋丰转债,,53662056.040000,0.250000,-1
000143,2025-12-31,113681,2,06,2026-01-21,1003689810,镇洋转债,,52516314.790000,0.240000,-1
000143,2025-12-31,123254,2,06,2026-01-21,1004175088,亿纬转债,,52468642.510000,0.240000,-1
000143,2025-12-31,127050,2,06,2026-01-21,1002836258,麒麟转债,,49545157.940000,0.230000,-1
000143,2025-12-31,118000,2,06,2026-01-21,1002550590,嘉元转债,,46268782.820000,0.210000,-1
000143,2025-12-31,127056,2,06,2026-01-21,1002954710,中特转债,,43783349.640000,0.200000,-1
000143,2025-12-31,123178,2,06,2026-01-21,1003406442,花园转债,,43254928.740000,0.200000,-1
000143,2025-12-31,113627,2,06,2026-01-21,1002699508,太平转债,,44419391.670000,0.200000,-1
000143,2025-12-31,118042,2,06,2026-01-21,1003558168,奥维转债,,43628926.360000,0.200000,-1
000143,2025-12-31,118008,2,06,2026-01-21,1003127442,海优转债,,42134763.930000,0.190000,-1
000143,2025-12-31,118029,2,06,2026-01-21,1003328766,富淼转债,,40305040.270000,0.190000,-1
000143,2025-12-31,123076,2,06,2026-01-21,1002445844,强力转债,,40838460.050000,0.190000,-1
000143,2025-12-31,113649,2,06,2026-01-21,1003129463,丰山转债,,38080475.020000,0.180000,-1
000143,2025-12-31,113658,2,06,2026-01-21,1003237127,密卫转债,,36894330.110000,0.170000,-1
000143,2025-12-31,113654,2,06,2026-01-21,1003186463,永02转债,,35817557.420000,0.170000,-1
000143,2025-12-31,118035,2,06,2026-01-21,1003498015,国力转债,,37056203.700000,0.170000,-1
000143,2025-12-31,113045,2,06,2026-01-21,1002562507,环旭转债,,36210938.090000,0.170000,-1
000143,2025-12-31,123183,2,06,2026-01-21,1003421898,海顺转债,,33142096.290000,0.150000,-1
000143,2025-12-31,113667,2,06,2026-01-21,1003417091,春23转债,,32023017.580000,0.150000,-1
000143,2025-12-31,123085,2,06,2026-01-21,1002476825,万顺转2,,32537358.810000,0.150000,-1
000143,2025-12-31,113673,2,06,2026-01-21,1003534980,岱美转债,,31074245.190000,0.140000,-1
000143,2025-12-31,111018,2,06,2026-01-21,1003686260,华康转债,,29290853.000000,0.140000,-1
000143,2025-12-31,123214,2,06,2026-01-21,1003544923,东宝转债,,27081352.660000,0.120000,-1
000143,2025-12-31,118038,2,06,2026-01-21,1003533893,金宏转债,,26814203.220000,0.120000,-1
000143,2025-12-31,118041,2,06,2026-01-21,1003544932,星球转债,,25637557.060000,0.120000,-1
000143,2025-12-31,128135,2,06,2026-01-21,1002413820,洽洽转债,,25964229.270000,0.120000,-1
000143,2025-12-31,127078,2,06,2026-01-21,1003327431,优彩转债,,25526229.480000,0.120000,-1
000143,2025-12-31,123247,2,06,2026-01-21,1003911119,万凯转债,,26219108.480000,0.120000,-1
000143,2025-12-31,118055,2,06,2026-01-21,1004199384,伟测转债,,24142698.680000,0.110000,-1
000143,2025-12-31,123197,2,06,2026-01-21,1003467921,光力转债,,23768577.780000,0.110000,-1
000143,2025-12-31,128141,2,06,2026-01-21,1002481962,旺能转债,,24599832.830000,0.110000,-1
000143,2025-12-31,127069,2,06,2026-01-21,1003195188,小熊转债,,24878158.980000,0.110000,-1
000143,2025-12-31,111005,2,06,2026-01-21,1003127341,富春转债,,23214887.590000,0.110000,-1
000143,2025-12-31,113643,2,06,2026-01-21,1002987886,风语转债,,23392870.110000,0.110000,-1
000143,2025-12-31,113049,2,06,2026-01-21,1002663874,长汽转债,,24257953.880000,0.110000,-1
000143,2025-12-31,118049,2,06,2026-01-21,1003904140,汇成转债,,23690497.010000,0.110000,-1
000143,2025-12-31,110090,2,06,2026-01-21,1003243463,爱迪转债,,23743955.860000,0.110000,-1
000143,2025-12-31,118039,2,06,2026-01-21,1003537096,煜邦转债,,24718562.020000,0.110000,-1
000143,2025-12-31,127027,2,06,2026-01-21,1002471039,能化转债,,21624797.150000,0.100000,-1
000143,2025-12-31,110075,2,06,2026-01-21,1002410484,南航转债,,19449802.600000,0.090000,-1
000143,2025-12-31,123192,2,06,2026-01-21,1003446392,科思转债,,18586430.780000,0.090000,-1
000143,2025-12-31,127099,2,06,2026-01-21,1003672139,盛航转债,,18901016.420000,0.090000,-1
000143,2025-12-31,118025,2,06,2026-01-21,1003269675,奕瑞转债,,18936586.070000,0.090000,-1
000143,2025-12-31,113694,2,06,2026-01-21,1004197893,清源转债,,19556549.070000,0.090000,-1
000143,2025-12-31,118036,2,06,2026-01-21,1003509979,力合转债,,17279427.470000,0.080000,-1
000143,2025-12-31,128125,2,06,2026-01-21,1002316831,华阳转债,,16671094.600000,0.080000,-1
000143,2025-12-31,113605,2,06,2026-01-21,1002416077,大参转债,,16557075.580000,0.080000,-1
000143,2025-12-31,123113,2,06,2026-01-21,1002611123,仙乐转债,,17052971.840000,0.080000,-1
000143,2025-12-31,113679,2,06,2026-01-21,1003630621,芯能转债,,17913851.650000,0.080000,-1
000143,2025-12-31,118040,2,06,2026-01-21,1003540818,宏微转债,,15656644.800000,0.070000,-1
000143,2025-12-31,111010,2,06,2026-01-21,1003291653,立昂转债,,14792091.540000,0.070000,-1
000143,2025-12-31,123189,2,06,2026-01-21,1003439188,晓鸣转债,,13489428.330000,0.060000,-1
000143,2025-12-31,118037,2,06,2026-01-21,1003526729,上声转债,,12423974.440000,0.060000,-1
000143,2025-12-31,123236,2,06,2026-01-21,1003685468,家联转债,,12110085.090000,0.060000,-1
000143,2025-12-31,127098,2,06,2026-01-21,1003657837,欧晶转债,,13655153.480000,0.060000,-1
000143,2025-12-31,127088,2,06,2026-01-21,1003517003,赫达转债,,13926053.720000,0.060000,-1
000143,2025-12-31,113051,2,06,2026-01-21,1002670978,节能转债,,10910193.820000,0.050000,-1
000143,2025-12-31,127095,2,06,2026-01-21,1003623661,广泰转债,,10196012.080000,0.050000,-1
000143,2025-12-31,123091,2,06,2026-01-21,1002486448,长海转债,,10549304.660000,0.050000,-1
000143,2025-12-31,123221,2,06,2026-01-21,1003570827,力诺转债,,8114722.810000,0.040000,-1
000143,2025-12-31,123122,2,06,2026-01-21,1002740386,富瀚转债,,8325875.130000,0.040000,-1
000143,2025-12-31,111000,2,06,2026-01-21,1002643442,起帆转债,,8504602.120000,0.040000,-1
000143,2025-12-31,110076,2,06,2026-01-21,1002424690,华海转债,,8221228.370000,0.040000,-1
000143,2025-12-31,127038,2,06,2026-01-21,1002663911,国微转债,,7292982.290000,0.030000,-1
000143,2025-12-31,113636,2,06,2026-01-21,1002875106,甬金转债,,6647364.200000,0.030000,-1
000143,2025-12-31,113682,2,06,2026-01-21,1003745430,益丰转债,,4261990.170000,0.020000,-1
000143,2025-12-31,113677,2,06,2026-01-21,1003595339,华懋转债,,4363173.170000,0.020000,-1
000143,2025-12-31,118009,2,06,2026-01-21,1003128219,华锐转债,,4245134.670000,0.020000,-1
000143,2025-12-31,123225,2,06,2026-01-21,1003610638,翔丰转债,,4373816.600000,0.020000,-1
000143,2025-12-31,127039,2,06,2026-01-21,1002678859,北港转债,,1261726.620000,0.010000,-1
000143,2025-12-31,127064,2,06,2026-01-21,1003087042,杭氧转债,,1548875.900000,0.010000,-1
000143,2025-12-31,118005,2,06,2026-01-21,1002926322,天奈转债,,520164.530000,0.000000,-1
000143,2025-12-31,111016,2,06,2026-01-21,1003540823,神通转债,,916497.390000,0.000000,-1
000143,2025-12-31,118044,2,06,2026-01-21,1003592477,赛特转债,,859023.840000,0.000000,-1
000143,2025-09-30,019773,1,03,2025-10-27,1004200828,25国债08,6515550.000000,655688000.820000,3.710000,-1
000143,2025-09-30,312510009,1,03,2025-10-27,1004323216,25农行TLAC非资本债02A(BC),4800000.000000,478709391.780000,2.710000,-1
000143,2025-09-30,092280108,1,03,2025-10-27,1003269463,22中行二级资本债02A,2700000.000000,283339405.480000,1.600000,-1
000143,2025-09-30,123107,1,03,2025-10-27,1002591125,温氏转债,2044277.000000,268053385.300000,1.510000,-1
000143,2025-09-30,123107,2,03,2025-10-27,1002591125,温氏转债,,268053385.300000,1.510000,-1
000143,2025-09-30,127045,2,03,2025-10-27,1002747234,牧原转债,,248652656.910000,1.410000,-1
000143,2025-09-30,127045,1,03,2025-10-27,1002747234,牧原转债,1817620.000000,248652656.910000,1.410000,-1
000143,2025-09-30,118031,2,03,2025-10-27,1003382516,天23转债,,213411750.090000,1.210000,-1
